"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 26 14:04:32 GMT 2023","Tue Sep 26 14:04:33 GMT 2023","998","chromium","","","","","Swaglabs Login",""
